,Year,Jurisdiction,Sector,Use of funds,Age group,Gender,Dollars per capita
61989,2014,Manitoba,Provincial/territorial government,Hospitals,40,M,754.0
61990,2014,Manitoba,Provincial/territorial government,Hospitals,45,M,959.0
61991,2014,Manitoba,Provincial/territorial government,Hospitals,50,M,1414.0
61992,2014,Manitoba,Provincial/territorial government,Hospitals,55,M,1849.0
61993,2014,Manitoba,Provincial/territorial government,Hospitals,60,M,2712.0
61994,2014,Manitoba,Provincial/territorial government,Hospitals,65,M,3665.0
61995,2014,Manitoba,Provincial/territorial government,Hospitals,70,M,5034.0
61996,2014,Manitoba,Provincial/territorial government,Hospitals,75,M,7536.0
61997,2014,Manitoba,Provincial/territorial government,Hospitals,80,M,10265.0
61998,2014,Manitoba,Provincial/territorial government,Hospitals,85,M,14649.0
61999,2014,Manitoba,Provincial/territorial government,Hospitals,90,M,18674.0
62000,2014,Manitoba,Provincial/territorial government,Other institutions,0,F,2.0
62001,2014,Manitoba,Provincial/territorial government,Other institutions,1,F,3.0
62002,2014,Manitoba,Provincial/territorial government,Other institutions,5,F,2.0
62003,2014,Manitoba,Provincial/territorial government,Other institutions,10,F,16.0
62004,2014,Manitoba,Provincial/territorial government,Other institutions,15,F,44.0
62005,2014,Manitoba,Provincial/territorial government,Other institutions,20,F,69.0
62006,2014,Manitoba,Provincial/territorial government,Other institutions,25,F,94.0
62007,2014,Manitoba,Provincial/territorial government,Other institutions,30,F,100.0
62008,2014,Manitoba,Provincial/territorial government,Other institutions,35,F,78.0
62009,2014,Manitoba,Provincial/territorial government,Other institutions,40,F,74.0
62010,2014,Manitoba,Provincial/territorial government,Other institutions,45,F,117.0
62011,2014,Manitoba,Provincial/territorial government,Other institutions,50,F,152.0
62012,2014,Manitoba,Provincial/territorial government,Other institutions,55,F,195.0
62013,2014,Manitoba,Provincial/territorial government,Other institutions,60,F,266.0
62014,2014,Manitoba,Provincial/territorial government,Other institutions,65,F,561.0
62015,2014,Manitoba,Provincial/territorial government,Other institutions,70,F,1206.0
62016,2014,Manitoba,Provincial/territorial government,Other institutions,75,F,2692.0
62017,2014,Manitoba,Provincial/territorial government,Other institutions,80,F,7048.0
62018,2014,Manitoba,Provincial/territorial government,Other institutions,85,F,15717.0
62019,2014,Manitoba,Provincial/territorial government,Other institutions,90,F,20017.0
62020,2014,Manitoba,Provincial/territorial government,Other institutions,0,M,5.0
62021,2014,Manitoba,Provincial/territorial government,Other institutions,1,M,6.0
62022,2014,Manitoba,Provincial/territorial government,Other institutions,5,M,3.0
62023,2014,Manitoba,Provincial/territorial government,Other institutions,10,M,29.0
62024,2014,Manitoba,Provincial/territorial government,Other institutions,15,M,63.0
62025,2014,Manitoba,Provincial/territorial government,Other institutions,20,M,85.0
62026,2014,Manitoba,Provincial/territorial government,Other institutions,25,M,102.0
62027,2014,Manitoba,Provincial/territorial government,Other institutions,30,M,107.0
62028,2014,Manitoba,Provincial/territorial government,Other institutions,35,M,151.0
62029,2014,Manitoba,Provincial/territorial government,Other institutions,40,M,157.0
62030,2014,Manitoba,Provincial/territorial government,Other institutions,45,M,111.0
62031,2014,Manitoba,Provincial/territorial government,Other institutions,50,M,164.0
62032,2014,Manitoba,Provincial/territorial government,Other institutions,55,M,215.0
62033,2014,Manitoba,Provincial/territorial government,Other institutions,60,M,315.0
62034,2014,Manitoba,Provincial/territorial government,Other institutions,65,M,538.0
62035,2014,Manitoba,Provincial/territorial government,Other institutions,70,M,1129.0
62036,2014,Manitoba,Provincial/territorial government,Other institutions,75,M,2209.0
62037,2014,Manitoba,Provincial/territorial government,Other institutions,80,M,4447.0
62038,2014,Manitoba,Provincial/territorial government,Other institutions,85,M,10904.0
62039,2014,Manitoba,Provincial/territorial government,Other institutions,90,M,13886.0
62040,2014,Manitoba,Provincial/territorial government,Physicians,0,F,719.0
62041,2014,Manitoba,Provincial/territorial government,Physicians,1,F,413.0
62042,2014,Manitoba,Provincial/territorial government,Physicians,5,F,277.0
62043,2014,Manitoba,Provincial/territorial government,Physicians,10,F,389.0
62044,2014,Manitoba,Provincial/territorial government,Physicians,15,F,851.0
62045,2014,Manitoba,Provincial/territorial government,Physicians,20,F,694.0
62046,2014,Manitoba,Provincial/territorial government,Physicians,25,F,906.0
62047,2014,Manitoba,Provincial/territorial government,Physicians,30,F,1016.0
62048,2014,Manitoba,Provincial/territorial government,Physicians,35,F,936.0
62049,2014,Manitoba,Provincial/territorial government,Physicians,40,F,903.0
62050,2014,Manitoba,Provincial/territorial government,Physicians,45,F,974.0
62051,2014,Manitoba,Provincial/territorial government,Physicians,50,F,1130.0
62052,2014,Manitoba,Provincial/territorial government,Physicians,55,F,1242.0
62053,2014,Manitoba,Provincial/territorial government,Physicians,60,F,1424.0
62054,2014,Manitoba,Provincial/territorial government,Physicians,65,F,1648.0
62055,2014,Manitoba,Provincial/territorial government,Physicians,70,F,1879.0
62056,2014,Manitoba,Provincial/territorial government,Physicians,75,F,2109.0
62057,2014,Manitoba,Provincial/territorial government,Physicians,80,F,2254.0
62058,2014,Manitoba,Provincial/territorial government,Physicians,85,F,2356.0
62059,2014,Manitoba,Provincial/territorial government,Physicians,90,F,2449.0
62060,2014,Manitoba,Provincial/territorial government,Physicians,0,M,835.0
62061,2014,Manitoba,Provincial/territorial government,Physicians,1,M,482.0
62062,2014,Manitoba,Provincial/territorial government,Physicians,5,M,308.0
62063,2014,Manitoba,Provincial/territorial government,Physicians,10,M,260.0
62064,2014,Manitoba,Provincial/territorial government,Physicians,15,M,299.0
62065,2014,Manitoba,Provincial/territorial government,Physicians,20,M,302.0
62066,2014,Manitoba,Provincial/territorial government,Physicians,25,M,343.0
62067,2014,Manitoba,Provincial/territorial government,Physicians,30,M,417.0
62068,2014,Manitoba,Provincial/territorial government,Physicians,35,M,490.0
62069,2014,Manitoba,Provincial/territorial government,Physicians,40,M,591.0
62070,2014,Manitoba,Provincial/territorial government,Physicians,45,M,667.0
62071,2014,Manitoba,Provincial/territorial government,Physicians,50,M,815.0
62072,2014,Manitoba,Provincial/territorial government,Physicians,55,M,1035.0
62073,2014,Manitoba,Provincial/territorial government,Physicians,60,M,1304.0
62074,2014,Manitoba,Provincial/territorial government,Physicians,65,M,1611.0
62075,2014,Manitoba,Provincial/territorial government,Physicians,70,M,2026.0
62076,2014,Manitoba,Provincial/territorial government,Physicians,75,M,2380.0
62077,2014,Manitoba,Provincial/territorial government,Physicians,80,M,2615.0
62078,2014,Manitoba,Provincial/territorial government,Physicians,85,M,2897.0
62079,2014,Manitoba,Provincial/territorial government,Physicians,90,M,3108.0
62080,2014,Manitoba,Provincial/territorial government,Other professionals,0,F,7.0
62081,2014,Manitoba,Provincial/territorial government,Other professionals,1,F,20.0
62082,2014,Manitoba,Provincial/territorial government,Other professionals,5,F,43.0
62083,2014,Manitoba,Provincial/territorial government,Other professionals,10,F,51.0
62084,2014,Manitoba,Provincial/territorial government,Other professionals,15,F,44.0
62085,2014,Manitoba,Provincial/territorial government,Other professionals,20,F,20.0
62086,2014,Manitoba,Provincial/territorial government,Other professionals,25,F,21.0
62087,2014,Manitoba,Provincial/territorial government,Other professionals,30,F,21.0
62088,2014,Manitoba,Provincial/territorial government,Other professionals,35,F,23.0
62089,2014,Manitoba,Provincial/territorial government,Other professionals,40,F,26.0
62090,2014,Manitoba,Provincial/territorial government,Other professionals,45,F,28.0
62091,2014,Manitoba,Provincial/territorial government,Other professionals,50,F,29.0
62092,2014,Manitoba,Provincial/territorial government,Other professionals,55,F,30.0
62093,2014,Manitoba,Provincial/territorial government,Other professionals,60,F,33.0
62094,2014,Manitoba,Provincial/territorial government,Other professionals,65,F,45.0
62095,2014,Manitoba,Provincial/territorial government,Other professionals,70,F,47.0
62096,2014,Manitoba,Provincial/territorial government,Other professionals,75,F,46.0
62097,2014,Manitoba,Provincial/territorial government,Other professionals,80,F,43.0
62098,2014,Manitoba,Provincial/territorial government,Other professionals,85,F,37.0
62099,2014,Manitoba,Provincial/territorial government,Other professionals,90,F,27.0
62100,2014,Manitoba,Provincial/territorial government,Other professionals,0,M,7.0
62101,2014,Manitoba,Provincial/territorial government,Other professionals,1,M,18.0
62102,2014,Manitoba,Provincial/territorial government,Other professionals,5,M,41.0
62103,2014,Manitoba,Provincial/territorial government,Other professionals,10,M,46.0
62104,2014,Manitoba,Provincial/territorial government,Other professionals,15,M,35.0
62105,2014,Manitoba,Provincial/territorial government,Other professionals,20,M,12.0
62106,2014,Manitoba,Provincial/territorial government,Other professionals,25,M,12.0
62107,2014,Manitoba,Provincial/territorial government,Other professionals,30,M,15.0
62108,2014,Manitoba,Provincial/territorial government,Other professionals,35,M,19.0
62109,2014,Manitoba,Provincial/territorial government,Other professionals,40,M,22.0
62110,2014,Manitoba,Provincial/territorial government,Other professionals,45,M,22.0
62111,2014,Manitoba,Provincial/territorial government,Other professionals,50,M,23.0
62112,2014,Manitoba,Provincial/territorial government,Other professionals,55,M,24.0
62113,2014,Manitoba,Provincial/territorial government,Other professionals,60,M,27.0
62114,2014,Manitoba,Provincial/territorial government,Other professionals,65,M,35.0
62115,2014,Manitoba,Provincial/territorial government,Other professionals,70,M,39.0
62116,2014,Manitoba,Provincial/territorial government,Other professionals,75,M,42.0
62117,2014,Manitoba,Provincial/territorial government,Other professionals,80,M,38.0
62118,2014,Manitoba,Provincial/territorial government,Other professionals,85,M,37.0
62119,2014,Manitoba,Provincial/territorial government,Other professionals,90,M,30.0
62120,2014,Manitoba,Provincial/territorial government,Drugs,0,F,2.0
62121,2014,Manitoba,Provincial/territorial government,Drugs,1,F,12.0
62122,2014,Manitoba,Provincial/territorial government,Drugs,5,F,18.0
62123,2014,Manitoba,Provincial/territorial government,Drugs,10,F,37.0
62124,2014,Manitoba,Provincial/territorial government,Drugs,15,F,49.0
62125,2014,Manitoba,Provincial/territorial government,Drugs,20,F,86.0
62126,2014,Manitoba,Provincial/territorial government,Drugs,25,F,112.0
62127,2014,Manitoba,Provincial/territorial government,Drugs,30,F,145.0
62128,2014,Manitoba,Provincial/territorial government,Drugs,35,F,204.0
62129,2014,Manitoba,Provincial/territorial government,Drugs,40,F,239.0
62130,2014,Manitoba,Provincial/territorial government,Drugs,45,F,269.0
62131,2014,Manitoba,Provincial/territorial government,Drugs,50,F,348.0
62132,2014,Manitoba,Provincial/territorial government,Drugs,55,F,359.0
62133,2014,Manitoba,Provincial/territorial government,Drugs,60,F,428.0
62134,2014,Manitoba,Provincial/territorial government,Drugs,65,F,479.0
62135,2014,Manitoba,Provincial/territorial government,Drugs,70,F,558.0
62136,2014,Manitoba,Provincial/territorial government,Drugs,75,F,635.0
62137,2014,Manitoba,Provincial/territorial government,Drugs,80,F,731.0
62138,2014,Manitoba,Provincial/territorial government,Drugs,85,F,808.0
62139,2014,Manitoba,Provincial/territorial government,Drugs,90,F,817.0
62140,2014,Manitoba,Provincial/territorial government,Drugs,0,M,3.0
62141,2014,Manitoba,Provincial/territorial government,Drugs,1,M,13.0
62142,2014,Manitoba,Provincial/territorial government,Drugs,5,M,28.0
62143,2014,Manitoba,Provincial/territorial government,Drugs,10,M,52.0
62144,2014,Manitoba,Provincial/territorial government,Drugs,15,M,56.0
62145,2014,Manitoba,Provincial/territorial government,Drugs,20,M,85.0
62146,2014,Manitoba,Provincial/territorial government,Drugs,25,M,124.0
62147,2014,Manitoba,Provincial/territorial government,Drugs,30,M,140.0
62148,2014,Manitoba,Provincial/territorial government,Drugs,35,M,210.0
62149,2014,Manitoba,Provincial/territorial government,Drugs,40,M,229.0
62150,2014,Manitoba,Provincial/territorial government,Drugs,45,M,280.0
62151,2014,Manitoba,Provincial/territorial government,Drugs,50,M,302.0
62152,2014,Manitoba,Provincial/territorial government,Drugs,55,M,365.0
62153,2014,Manitoba,Provincial/territorial government,Drugs,60,M,434.0
62154,2014,Manitoba,Provincial/territorial government,Drugs,65,M,463.0
62155,2014,Manitoba,Provincial/territorial government,Drugs,70,M,538.0
62156,2014,Manitoba,Provincial/territorial government,Drugs,75,M,587.0
62157,2014,Manitoba,Provincial/territorial government,Drugs,80,M,733.0
62158,2014,Manitoba,Provincial/territorial government,Drugs,85,M,697.0
62159,2014,Manitoba,Provincial/territorial government,Drugs,90,M,615.0
62160,2014,Saskatchewan,Provincial/territorial government,Total,0,F,9478.0
62161,2014,Saskatchewan,Provincial/territorial government,Total,1,F,1800.0
62162,2014,Saskatchewan,Provincial/territorial government,Total,5,F,1507.0
62163,2014,Saskatchewan,Provincial/territorial government,Total,10,F,1661.0
62164,2014,Saskatchewan,Provincial/territorial government,Total,15,F,2317.0
62165,2014,Saskatchewan,Provincial/territorial government,Total,20,F,2816.0
62166,2014,Saskatchewan,Provincial/territorial government,Total,25,F,3488.0
62167,2014,Saskatchewan,Provincial/territorial government,Total,30,F,3587.0
62168,2014,Saskatchewan,Provincial/territorial government,Total,35,F,3356.0
62169,2014,Saskatchewan,Provincial/territorial government,Total,40,F,3069.0
62170,2014,Saskatchewan,Provincial/territorial government,Total,45,F,3505.0
62171,2014,Saskatchewan,Provincial/territorial government,Total,50,F,3732.0
62172,2014,Saskatchewan,Provincial/territorial government,Total,55,F,4146.0
62173,2014,Saskatchewan,Provincial/territorial government,Total,60,F,4980.0
62174,2014,Saskatchewan,Provincial/territorial government,Total,65,F,6769.0
62175,2014,Saskatchewan,Provincial/territorial government,Total,70,F,8604.0
62176,2014,Saskatchewan,Provincial/territorial government,Total,75,F,11837.0
62177,2014,Saskatchewan,Provincial/territorial government,Total,80,F,16063.0
62178,2014,Saskatchewan,Provincial/territorial government,Total,85,F,28243.0
62179,2014,Saskatchewan,Provincial/territorial government,Total,90,F,33327.0
62180,2014,Saskatchewan,Provincial/territorial government,Total,0,M,11339.0
62181,2014,Saskatchewan,Provincial/territorial government,Total,1,M,1911.0
62182,2014,Saskatchewan,Provincial/territorial government,Total,5,M,1607.0
62183,2014,Saskatchewan,Provincial/territorial government,Total,10,M,1643.0
62184,2014,Saskatchewan,Provincial/territorial government,Total,15,M,1854.0
62185,2014,Saskatchewan,Provincial/territorial government,Total,20,M,1910.0
62186,2014,Saskatchewan,Provincial/territorial government,Total,25,M,1883.0
62187,2014,Saskatchewan,Provincial/territorial government,Total,30,M,2038.0
62188,2014,Saskatchewan,Provincial/territorial government,Total,35,M,2290.0
62189,2014,Saskatchewan,Provincial/territorial government,Total,40,M,3025.0
62190,2014,Saskatchewan,Provincial/territorial government,Total,45,M,3103.0
62191,2014,Saskatchewan,Provincial/territorial government,Total,50,M,3576.0
62192,2014,Saskatchewan,Provincial/territorial government,Total,55,M,4350.0
62193,2014,Saskatchewan,Provincial/territorial government,Total,60,M,5504.0
62194,2014,Saskatchewan,Provincial/territorial government,Total,65,M,7552.0
62195,2014,Saskatchewan,Provincial/territorial government,Total,70,M,9779.0
62196,2014,Saskatchewan,Provincial/territorial government,Total,75,M,13679.0
62197,2014,Saskatchewan,Provincial/territorial government,Total,80,M,17608.0
62198,2014,Saskatchewan,Provincial/territorial government,Total,85,M,25020.0
62199,2014,Saskatchewan,Provincial/territorial government,Total,90,M,28199.0
62200,2014,Saskatchewan,Provincial/territorial government,Hospitals,0,F,7320.0
62201,2014,Saskatchewan,Provincial/territorial government,Hospitals,1,F,406.0
62202,2014,Saskatchewan,Provincial/territorial government,Hospitals,5,F,188.0
62203,2014,Saskatchewan,Provincial/territorial government,Hospitals,10,F,304.0
62204,2014,Saskatchewan,Provincial/territorial government,Hospitals,15,F,700.0
62205,2014,Saskatchewan,Provincial/territorial government,Hospitals,20,F,979.0
62206,2014,Saskatchewan,Provincial/territorial government,Hospitals,25,F,1349.0
62207,2014,Saskatchewan,Provincial/territorial government,Hospitals,30,F,1361.0
62208,2014,Saskatchewan,Provincial/territorial government,Hospitals,35,F,1165.0
62209,2014,Saskatchewan,Provincial/territorial government,Hospitals,40,F,979.0
62210,2014,Saskatchewan,Provincial/territorial government,Hospitals,45,F,1181.0
62211,2014,Saskatchewan,Provincial/territorial government,Hospitals,50,F,1256.0
62212,2014,Saskatchewan,Provincial/territorial government,Hospitals,55,F,1485.0
62213,2014,Saskatchewan,Provincial/territorial government,Hospitals,60,F,2032.0
62214,2014,Saskatchewan,Provincial/territorial government,Hospitals,65,F,2869.0
62215,2014,Saskatchewan,Provincial/territorial government,Hospitals,70,F,3711.0
62216,2014,Saskatchewan,Provincial/territorial government,Hospitals,75,F,5095.0
62217,2014,Saskatchewan,Provincial/territorial government,Hospitals,80,F,6258.0
62218,2014,Saskatchewan,Provincial/territorial government,Hospitals,85,F,8582.0
62219,2014,Saskatchewan,Provincial/territorial government,Hospitals,90,F,10413.0
62220,2014,Saskatchewan,Provincial/territorial government,Hospitals,0,M,9008.0
62221,2014,Saskatchewan,Provincial/territorial government,Hospitals,1,M,444.0
62222,2014,Saskatchewan,Provincial/territorial government,Hospitals,5,M,242.0
62223,2014,Saskatchewan,Provincial/territorial government,Hospitals,10,M,267.0
62224,2014,Saskatchewan,Provincial/territorial government,Hospitals,15,M,463.0
62225,2014,Saskatchewan,Provincial/territorial government,Hospitals,20,M,561.0
62226,2014,Saskatchewan,Provincial/territorial government,Hospitals,25,M,491.0
62227,2014,Saskatchewan,Provincial/territorial government,Hospitals,30,M,530.0
62228,2014,Saskatchewan,Provincial/territorial government,Hospitals,35,M,640.0
62229,2014,Saskatchewan,Provincial/territorial government,Hospitals,40,M,847.0
62230,2014,Saskatchewan,Provincial/territorial government,Hospitals,45,M,1027.0
62231,2014,Saskatchewan,Provincial/territorial government,Hospitals,50,M,1351.0
62232,2014,Saskatchewan,Provincial/territorial government,Hospitals,55,M,1792.0
62233,2014,Saskatchewan,Provincial/territorial government,Hospitals,60,M,2495.0
62234,2014,Saskatchewan,Provincial/territorial government,Hospitals,65,M,3585.0
62235,2014,Saskatchewan,Provincial/territorial government,Hospitals,70,M,4839.0
62236,2014,Saskatchewan,Provincial/territorial government,Hospitals,75,M,6829.0
62237,2014,Saskatchewan,Provincial/territorial government,Hospitals,80,M,8379.0
62238,2014,Saskatchewan,Provincial/territorial government,Hospitals,85,M,10215.0
62239,2014,Saskatchewan,Provincial/territorial government,Hospitals,90,M,12048.0
62240,2014,Saskatchewan,Provincial/territorial government,Other institutions,0,F,0.0
62241,2014,Saskatchewan,Provincial/territorial government,Other institutions,1,F,0.0
62242,2014,Saskatchewan,Provincial/territorial government,Other institutions,5,F,0.0
62243,2014,Saskatchewan,Provincial/territorial government,Other institutions,10,F,10.0
62244,2014,Saskatchewan,Provincial/territorial government,Other institutions,15,F,20.0
62245,2014,Saskatchewan,Provincial/territorial government,Other institutions,20,F,27.0
62246,2014,Saskatchewan,Provincial/territorial government,Other institutions,25,F,37.0
62247,2014,Saskatchewan,Provincial/territorial government,Other institutions,30,F,37.0
62248,2014,Saskatchewan,Provincial/territorial government,Other institutions,35,F,32.0
62249,2014,Saskatchewan,Provincial/territorial government,Other institutions,40,F,27.0
62250,2014,Saskatchewan,Provincial/territorial government,Other institutions,45,F,172.0
62251,2014,Saskatchewan,Provincial/territorial government,Other institutions,50,F,183.0
62252,2014,Saskatchewan,Provincial/territorial government,Other institutions,55,F,216.0
62253,2014,Saskatchewan,Provincial/territorial government,Other institutions,60,F,296.0
62254,2014,Saskatchewan,Provincial/territorial government,Other institutions,65,F,630.0
62255,2014,Saskatchewan,Provincial/territorial government,Other institutions,70,F,1198.0
62256,2014,Saskatchewan,Provincial/territorial government,Other institutions,75,F,2676.0
62257,2014,Saskatchewan,Provincial/territorial government,Other institutions,80,F,5679.0
62258,2014,Saskatchewan,Provincial/territorial government,Other institutions,85,F,15438.0
62259,2014,Saskatchewan,Provincial/territorial government,Other institutions,90,F,18721.0
62260,2014,Saskatchewan,Provincial/territorial government,Other institutions,0,M,6.0
62261,2014,Saskatchewan,Provincial/territorial government,Other institutions,1,M,8.0
62262,2014,Saskatchewan,Provincial/territorial government,Other institutions,5,M,4.0
62263,2014,Saskatchewan,Provincial/territorial government,Other institutions,10,M,5.0
62264,2014,Saskatchewan,Provincial/territorial government,Other institutions,15,M,20.0
62265,2014,Saskatchewan,Provincial/territorial government,Other institutions,20,M,37.0
62266,2014,Saskatchewan,Provincial/territorial government,Other institutions,25,M,32.0
62267,2014,Saskatchewan,Provincial/territorial government,Other institutions,30,M,35.0
62268,2014,Saskatchewan,Provincial/territorial government,Other institutions,35,M,42.0
62269,2014,Saskatchewan,Provincial/territorial government,Other institutions,40,M,56.0
62270,2014,Saskatchewan,Provincial/territorial government,Other institutions,45,M,171.0
62271,2014,Saskatchewan,Provincial/territorial government,Other institutions,50,M,225.0
62272,2014,Saskatchewan,Provincial/territorial government,Other institutions,55,M,298.0
62273,2014,Saskatchewan,Provincial/territorial government,Other institutions,60,M,416.0
62274,2014,Saskatchewan,Provincial/territorial government,Other institutions,65,M,683.0
62275,2014,Saskatchewan,Provincial/territorial government,Other institutions,70,M,1063.0
62276,2014,Saskatchewan,Provincial/territorial government,Other institutions,75,M,2508.0
62277,2014,Saskatchewan,Provincial/territorial government,Other institutions,80,M,4643.0
62278,2014,Saskatchewan,Provincial/territorial government,Other institutions,85,M,10259.0
62279,2014,Saskatchewan,Provincial/territorial government,Other institutions,90,M,12100.0
62280,2014,Saskatchewan,Provincial/territorial government,Physicians,0,F,1231.0
62281,2014,Saskatchewan,Provincial/territorial government,Physicians,1,F,420.0
62282,2014,Saskatchewan,Provincial/territorial government,Physicians,5,F,271.0
62283,2014,Saskatchewan,Provincial/territorial government,Physicians,10,F,259.0
62284,2014,Saskatchewan,Provincial/territorial government,Physicians,15,F,537.0
62285,2014,Saskatchewan,Provincial/territorial government,Physicians,20,F,786.0
62286,2014,Saskatchewan,Provincial/territorial government,Physicians,25,F,1052.0
62287,2014,Saskatchewan,Provincial/territorial government,Physicians,30,F,1121.0
62288,2014,Saskatchewan,Provincial/territorial government,Physicians,35,F,1007.0
62289,2014,Saskatchewan,Provincial/territorial government,Physicians,40,F,893.0
62290,2014,Saskatchewan,Provincial/territorial government,Physicians,45,F,941.0
62291,2014,Saskatchewan,Provincial/territorial government,Physicians,50,F,1032.0
62292,2014,Saskatchewan,Provincial/territorial government,Physicians,55,F,1140.0
62293,2014,Saskatchewan,Provincial/territorial government,Physicians,60,F,1283.0
62294,2014,Saskatchewan,Provincial/territorial government,Physicians,65,F,1587.0
62295,2014,Saskatchewan,Provincial/territorial government,Physicians,70,F,1847.0
62296,2014,Saskatchewan,Provincial/territorial government,Physicians,75,F,2154.0
62297,2014,Saskatchewan,Provincial/territorial government,Physicians,80,F,2168.0
62298,2014,Saskatchewan,Provincial/territorial government,Physicians,85,F,2193.0
62299,2014,Saskatchewan,Provincial/territorial government,Physicians,90,F,2140.0
62300,2014,Saskatchewan,Provincial/territorial government,Physicians,0,M,1395.0
62301,2014,Saskatchewan,Provincial/territorial government,Physicians,1,M,476.0
62302,2014,Saskatchewan,Provincial/territorial government,Physicians,5,M,299.0
62303,2014,Saskatchewan,Provincial/territorial government,Physicians,10,M,254.0
62304,2014,Saskatchewan,Provincial/territorial government,Physicians,15,M,314.0
62305,2014,Saskatchewan,Provincial/territorial government,Physicians,20,M,310.0
62306,2014,Saskatchewan,Provincial/territorial government,Physicians,25,M,334.0
62307,2014,Saskatchewan,Provincial/territorial government,Physicians,30,M,414.0
62308,2014,Saskatchewan,Provincial/territorial government,Physicians,35,M,484.0
62309,2014,Saskatchewan,Provincial/territorial government,Physicians,40,M,979.0
62310,2014,Saskatchewan,Provincial/territorial government,Physicians,45,M,717.0
62311,2014,Saskatchewan,Provincial/territorial government,Physicians,50,M,772.0
62312,2014,Saskatchewan,Provincial/territorial government,Physicians,55,M,990.0
62313,2014,Saskatchewan,Provincial/territorial government,Physicians,60,M,1267.0
62314,2014,Saskatchewan,Provincial/territorial government,Physicians,65,M,1636.0
62315,2014,Saskatchewan,Provincial/territorial government,Physicians,70,M,2013.0
62316,2014,Saskatchewan,Provincial/territorial government,Physicians,75,M,2409.0
62317,2014,Saskatchewan,Provincial/territorial government,Physicians,80,M,2576.0
62318,2014,Saskatchewan,Provincial/territorial government,Physicians,85,M,2558.0
62319,2014,Saskatchewan,Provincial/territorial government,Physicians,90,M,2304.0
62320,2014,Saskatchewan,Provincial/territorial government,Other professionals,0,F,2.0
62321,2014,Saskatchewan,Provincial/territorial government,Other professionals,1,F,31.0
62322,2014,Saskatchewan,Provincial/territorial government,Other professionals,5,F,91.0
62323,2014,Saskatchewan,Provincial/territorial government,Other professionals,10,F,99.0
62324,2014,Saskatchewan,Provincial/territorial government,Other professionals,15,F,78.0
62325,2014,Saskatchewan,Provincial/territorial government,Other professionals,20,F,29.0
62326,2014,Saskatchewan,Provincial/territorial government,Other professionals,25,F,27.0
62327,2014,Saskatchewan,Provincial/territorial government,Other professionals,30,F,23.0
62328,2014,Saskatchewan,Provincial/territorial government,Other professionals,35,F,30.0
62329,2014,Saskatchewan,Provincial/territorial government,Other professionals,40,F,29.0
62330,2014,Saskatchewan,Provincial/territorial government,Other professionals,45,F,28.0
62331,2014,Saskatchewan,Provincial/territorial government,Other professionals,50,F,25.0
62332,2014,Saskatchewan,Provincial/territorial government,Other professionals,55,F,22.0
62333,2014,Saskatchewan,Provincial/territorial government,Other professionals,60,F,20.0
62334,2014,Saskatchewan,Provincial/territorial government,Other professionals,65,F,14.0
62335,2014,Saskatchewan,Provincial/territorial government,Other professionals,70,F,13.0
62336,2014,Saskatchewan,Provincial/territorial government,Other professionals,75,F,12.0
62337,2014,Saskatchewan,Provincial/territorial government,Other professionals,80,F,12.0
62338,2014,Saskatchewan,Provincial/territorial government,Other professionals,85,F,12.0
62339,2014,Saskatchewan,Provincial/territorial government,Other professionals,90,F,9.0
62340,2014,Saskatchewan,Provincial/territorial government,Other professionals,0,M,2.0
62341,2014,Saskatchewan,Provincial/territorial government,Other professionals,1,M,29.0
62342,2014,Saskatchewan,Provincial/territorial government,Other professionals,5,M,86.0
62343,2014,Saskatchewan,Provincial/territorial government,Other professionals,10,M,86.0
62344,2014,Saskatchewan,Provincial/territorial government,Other professionals,15,M,64.0
62345,2014,Saskatchewan,Provincial/territorial government,Other professionals,20,M,16.0
62346,2014,Saskatchewan,Provincial/territorial government,Other professionals,25,M,14.0
62347,2014,Saskatchewan,Provincial/territorial government,Other professionals,30,M,16.0
62348,2014,Saskatchewan,Provincial/territorial government,Other professionals,35,M,23.0
62349,2014,Saskatchewan,Provincial/territorial government,Other professionals,40,M,32.0
62350,2014,Saskatchewan,Provincial/territorial government,Other professionals,45,M,25.0
62351,2014,Saskatchewan,Provincial/territorial government,Other professionals,50,M,21.0
62352,2014,Saskatchewan,Provincial/territorial government,Other professionals,55,M,19.0
62353,2014,Saskatchewan,Provincial/territorial government,Other professionals,60,M,20.0
62354,2014,Saskatchewan,Provincial/territorial government,Other professionals,65,M,14.0
62355,2014,Saskatchewan,Provincial/territorial government,Other professionals,70,M,11.0
62356,2014,Saskatchewan,Provincial/territorial government,Other professionals,75,M,11.0
62357,2014,Saskatchewan,Provincial/territorial government,Other professionals,80,M,11.0
62358,2014,Saskatchewan,Provincial/territorial government,Other professionals,85,M,11.0
62359,2014,Saskatchewan,Provincial/territorial government,Other professionals,90,M,22.0
62360,2014,Saskatchewan,Provincial/territorial government,Drugs,0,F,15.0
62361,2014,Saskatchewan,Provincial/territorial government,Drugs,1,F,34.0
62362,2014,Saskatchewan,Provincial/territorial government,Drugs,5,F,46.0
62363,2014,Saskatchewan,Provincial/territorial government,Drugs,10,F,78.0
62364,2014,Saskatchewan,Provincial/territorial government,Drugs,15,F,71.0
62365,2014,Saskatchewan,Provincial/territorial government,Drugs,20,F,85.0
62366,2014,Saskatchewan,Provincial/territorial government,Drugs,25,F,113.0
62367,2014,Saskatchewan,Provincial/territorial government,Drugs,30,F,135.0
